FILE_VERSION	2.0.0
NO_OF_FRAMES	16296
NO_OF_CAMERAS	8
NO_OF_MARKERS	6
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-08-06, 08:59:33.376	5996.27357670
DATA_INCLUDED	3D
MARKER_NAMES	handball_6 - 1	handball_6 - 2	handball_6 - 3	handball_6 - 4	handball_6 - 5	handball_6 - 6
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	handball_6 - 1 Y	handball_6 - 1 X	handball_6 - 1 Z	handball_6 - 2 Y	handball_6 - 2 X	handball_6 - 2 Z	handball_6 - 3 Y	handball_6 - 3 X	handball_6 - 3 Z	handball_6 - 4 Y	handball_6 - 4 X	handball_6 - 4 Z	handball_6 - 5 Y	handball_6 - 5 X	handball_6 - 5 Z	handball_6 - 6 Y	handball_6 - 6 X	handball_6 - 6 Z	
12325	41.08000	102.407	-20.08	1774.937	250.685	40.772	1650.263	85.308	70.337	1669.552	157.937	-84.599	1718.099	191.591	90.769	1761.087	242.014	-15.356	1768.446
12326	41.08333	101.96	-19.934	1774.963	250.586	40.387	1650.435	85.265	70.526	1669.555	157.327	-84.654	1718.194	191.532	90.6	1761.161	241.589	-15.689	1768.612
12327	41.08667	101.499	-19.814	1775.030	250.45	39.996	1650.605	85.163	70.716	1669.625	156.682	-84.721	1718.296	191.454	90.411	1761.291	241.146	-16.049	1768.777
12328	41.09000	100.936	-19.59	1775.037	250.281	39.572	1650.752	85.131	71.029	1669.636	155.891	-84.73	1718.349	191.373	90.249	1761.433	240.605	-16.442	1768.930
12329	41.09333	100.407	-19.391	1775.096	250.099	39.148	1650.925	85.055	71.269	1669.661	155.151	-84.761	1718.469	191.293	90.088	1761.566	240.093	-16.802	1769.113
12330	41.09667	99.823	-19.167	1775.106	249.914	38.733	1651.156	85.008	71.571	1669.660	154.348	-84.773	1718.540	191.225	89.899	1761.683	239.526	-17.197	1769.300
12331	41.10000	99.186	-18.897	1775.114	249.718	38.265	1651.357	84.959	71.911	1669.655	153.463	-84.77	1718.622	191.128	89.719	1761.794	238.904	-17.608	1769.489
12332	41.10333	98.479	-18.596	1775.106	249.522	37.765	1651.619	84.926	72.29	1669.630	152.498	-84.758	1718.703	191.027	89.519	1761.935	238.212	-18.059	1769.719
12333	41.10667	97.755	-18.277	1775.149	249.3	37.218	1651.894	84.902	72.654	1669.623	151.501	-84.75	1718.851	190.92	89.328	1762.131	237.497	-18.515	1769.999
12334	41.11000	96.951	-17.953	1775.142	249.02	36.673	1652.152	84.846	73.109	1669.633	150.378	-84.724	1718.893	190.806	89.092	1762.368	236.698	-19.052	1770.219
12335	41.11333	96.187	-17.67	1775.150	248.774	36.102	1652.456	84.78	73.419	1669.572	149.362	-84.746	1719.025	190.67	88.861	1762.546	235.935	-19.529	1770.504
12336	41.11667	95.286	-17.193	1775.119	248.481	35.49	1652.755	84.8	73.966	1669.519	148.098	-84.65	1719.108	190.55	88.656	1762.708	235.027	-20.053	1770.771
12337	41.12000	94.429	-16.775	1775.138	248.189	34.871	1653.051	84.717	74.399	1669.466	146.914	-84.595	1719.258	190.408	88.453	1762.862	234.156	-20.534	1771.058
12338	41.12333	93.497	-16.279	1775.183	247.87	34.207	1653.394	84.608	74.905	1669.440	145.606	-84.504	1719.445	190.265	88.241	1763.003	233.203	-21.035	1771.376
12339	41.12667	92.521	-15.813	1775.200	247.57	33.523	1653.764	84.541	75.463	1669.467	144.24	-84.419	1719.566	190.089	87.976	1763.249	232.194	-21.62	1771.707
12340	41.13000	91.528	-15.279	1775.238	247.232	32.824	1654.142	84.516	76.029	1669.469	142.845	-84.295	1719.740	189.916	87.757	1763.509	231.16	-22.167	1772.074
12341	41.13333	90.478	-14.682	1775.250	246.862	32.091	1654.518	84.51	76.653	1669.447	141.351	-84.137	1719.891	189.745	87.53	1763.751	230.055	-22.739	1772.429
12342	41.13667	89.401	-14.098	1775.180	246.491	31.381	1654.904	84.534	77.296	1669.389	139.842	-83.972	1719.952	189.545	87.269	1763.951	228.912	-23.33	1772.749
12343	41.14000	88.358	-13.476	1775.177	246.118	30.62	1655.295	84.558	77.889	1669.323	138.355	-83.803	1720.121	189.379	87.037	1764.145	227.793	-23.881	1773.117
12344	41.14333	87.227	-12.84	1775.105	245.69	29.836	1655.679	84.597	78.547	1669.243	136.743	-83.616	1720.190	189.185	86.755	1764.374	226.568	-24.509	1773.446
12345	41.14667	86.02	-12.11	1775.023	245.261	29.013	1656.083	84.615	79.286	1669.150	135.019	-83.369	1720.268	188.963	86.494	1764.605	225.245	-25.129	1773.801
12346	41.15000	84.893	-11.401	1774.988	244.849	28.213	1656.487	84.654	80.017	1669.142	133.361	-83.118	1720.360	188.777	86.219	1764.839	223.991	-25.742	1774.144
12347	41.15333	83.728	-10.605	1775.002	244.387	27.368	1656.912	84.679	80.775	1669.136	131.621	-82.823	1720.526	188.598	85.965	1765.066	222.678	-26.333	1774.525
12348	41.15667	82.552	-9.827	1774.945	243.905	26.513	1657.315	84.74	81.496	1669.054	129.883	-82.536	1720.633	188.403	85.691	1765.281	221.339	-26.935	1774.879
12349	41.16000	81.456	-9.082	1774.932	243.439	25.666	1657.688	84.77	82.172	1669.012	128.224	-82.263	1720.766	188.238	85.414	1765.477	220.074	-27.513	1775.213
12350	41.16333	80.286	-8.236	1774.913	242.935	24.773	1658.088	84.857	82.954	1669.003	126.421	-81.92	1720.886	188.063	85.124	1765.691	218.7	-28.128	1775.561
12351	41.16667	79.159	-7.398	1774.921	242.444	23.882	1658.507	84.932	83.714	1668.992	124.66	-81.574	1721.028	187.941	84.826	1765.957	217.356	-28.734	1775.924
12352	41.17000	77.895	-6.361	1774.900	241.924	22.991	1658.897	84.972	84.816	1669.122	122.612	-81.036	1721.041	187.781	84.531	1766.244	215.818	-29.388	1776.209
12353	41.17333	76.743	-5.401	1774.874	241.364	22.089	1659.272	85.094	85.622	1669.053	120.777	-80.594	1721.173	187.645	84.279	1766.454	214.402	-29.934	1776.548
12354	41.17667	75.595	-4.416	1774.896	240.781	21.191	1659.647	85.155	86.495	1669.076	118.894	-80.113	1721.305	187.52	84.001	1766.665	212.966	-30.493	1776.862
12355	41.18000	74.491	-3.534	1774.839	240.223	20.289	1659.974	85.234	87.281	1669.050	117.093	-79.693	1721.344	187.379	83.663	1766.825	211.57	-31.085	1777.109
12356	41.18333	73.36	-2.557	1774.805	239.7	19.376	1660.408	85.324	88.12	1669.011	115.259	-79.204	1721.453	187.248	83.362	1767.035	210.118	-31.623	1777.454
12357	41.18667	72.32	-1.67	1774.793	239.143	18.476	1660.774	85.451	88.839	1668.977	113.534	-78.773	1721.564	187.138	83.041	1767.252	208.76	-32.166	1777.761
12358	41.19000	71.229	-0.654	1774.792	238.569	17.517	1661.146	85.609	89.666	1668.974	111.683	-78.246	1721.692	187.018	82.742	1767.484	207.304	-32.704	1778.091
12359	41.19333	70.202	0.298	1774.811	238.007	16.542	1661.543	85.785	90.346	1668.924	109.948	-77.783	1721.892	186.901	82.44	1767.698	205.918	-33.206	1778.470
12360	41.19667	69.096	1.345	1774.699	237.458	15.556	1661.901	85.995	91.148	1668.785	108.106	-77.222	1721.952	186.752	82.158	1767.941	204.407	-33.709	1778.795
12361	41.20000	68.03	2.409	1774.556	236.969	14.509	1662.279	86.325	91.904	1668.624	106.307	-76.663	1722.026	186.606	81.871	1768.141	202.911	-34.207	1779.153
12362	41.20333	67.035	3.464	1774.507	236.464	13.471	1662.650	86.602	92.614	1668.521	104.573	-76.107	1722.199	186.475	81.611	1768.323	201.486	-34.648	1779.535
12363	41.20667	66.078	4.419	1774.477	235.916	12.559	1663.054	86.878	93.271	1668.510	102.93	-75.582	1722.338	186.295	81.331	1768.518	200.113	-35.078	1779.899
12364	41.21000	65.163	5.406	1774.450	235.379	11.701	1663.450	87.17	93.948	1668.485	101.333	-75.012	1722.474	186.146	81.096	1768.752	198.771	-35.455	1780.261
12365	41.21333	64.218	6.348	1774.350	234.835	10.877	1663.835	87.43	94.635	1668.434	99.732	-74.446	1722.505	185.959	80.829	1769.007	197.391	-35.854	1780.571
12366	41.21667	63.333	7.272	1774.246	234.263	10.128	1664.141	87.662	95.313	1668.388	98.193	-73.87	1722.502	185.784	80.58	1769.180	196.077	-36.21	1780.800
12367	41.22000	62.457	8.185	1774.144	233.66	9.385	1664.451	87.896	95.94	1668.307	96.673	-73.304	1722.515	185.612	80.332	1769.371	194.766	-36.552	1781.041
12368	41.22333	61.575	9.066	1773.965	233.067	8.735	1664.794	88.151	96.58	1668.213	95.191	-72.728	1722.423	185.411	80.064	1769.539	193.447	-36.885	1781.240
12369	41.22667	60.738	9.918	1773.821	232.487	8.152	1665.148	88.382	97.234	1668.155	93.77	-72.145	1722.329	185.249	79.8	1769.793	192.176	-37.206	1781.438
12370	41.23000	59.937	10.781	1773.754	231.901	7.532	1665.497	88.59	97.839	1668.134	92.376	-71.568	1722.344	185.078	79.569	1770.024	190.942	-37.483	1781.684
12371	41.23333	59.161	11.678	1773.687	231.311	6.956	1665.838	88.845	98.471	1668.134	90.999	-70.949	1722.346	184.914	79.366	1770.257	189.721	-37.729	1781.919
12372	41.23667	58.372	12.586	1773.575	230.73	6.329	1666.144	89.086	99.094	1668.090	89.602	-70.327	1722.321	184.721	79.158	1770.429	188.47	-37.973	1782.127
12373	41.24000	57.608	13.489	1773.447	230.169	5.739	1666.430	89.313	99.737	1668.049	88.241	-69.69	1722.264	184.529	78.963	1770.583	187.243	-38.193	1782.305
12374	41.24333	56.857	14.319	1773.311	229.6	5.181	1666.742	89.561	100.313	1668.011	86.931	-69.099	1722.187	184.329	78.735	1770.783	186.037	-38.437	1782.488
12375	41.24667	56.136	15.148	1773.206	229.059	4.613	1667.056	89.799	100.908	1668.007	85.642	-68.499	1722.124	184.154	78.503	1771.030	184.85	-38.682	1782.680
12376	41.25000	55.397	16.042	1773.069	228.496	4.092	1667.384	90.102	101.554	1668.018	84.323	-67.828	1722.021	183.951	78.298	1771.261	183.619	-38.895	1782.861
12377	41.25333	54.704	16.942	1772.962	227.971	3.453	1667.675	90.388	102.139	1667.987	83.029	-67.185	1722.000	183.779	78.103	1771.463	182.424	-39.095	1783.073
12378	41.25667	54.036	17.806	1772.826	227.408	2.95	1667.957	90.652	102.722	1667.938	81.792	-66.54	1721.913	183.624	77.898	1771.622	181.272	-39.27	1783.219
12379	41.26000	53.36	18.745	1772.658	226.857	2.429	1668.226	90.94	103.372	1667.877	80.516	-65.827	1721.796	183.467	77.71	1771.747	180.078	-39.419	1783.345
12380	41.26333	52.706	19.543	1772.426	226.308	1.957	1668.441	91.224	103.914	1667.757	79.333	-65.21	1721.587	183.3	77.482	1771.919	178.937	-39.614	1783.411
12381	41.26667	52.064	20.432	1772.298	225.786	1.446	1668.706	91.498	104.586	1667.789	78.096	-64.502	1721.452	183.142	77.267	1772.131	177.768	-39.793	1783.526
12382	41.27000	51.495	21.246	1772.219	225.271	0.91	1668.933	91.778	105.105	1667.801	76.964	-63.882	1721.412	182.996	77.081	1772.318	176.708	-39.951	1783.677
12383	41.27333	50.925	22.099	1772.097	224.763	0.49	1669.191	92.048	105.711	1667.800	75.85	-63.197	1721.302	182.862	76.908	1772.483	175.642	-40.059	1783.788
12384	41.27667	50.353	22.954	1771.941	224.289	0.077	1669.400	92.263	106.398	1667.809	74.73	-62.483	1721.118	182.712	76.733	1772.617	174.567	-40.166	1783.830
12385	41.28000	49.805	23.782	1771.766	223.808	-0.341	1669.594	92.51	107.002	1667.768	73.652	-61.805	1720.944	182.565	76.562	1772.723	173.523	-40.264	1783.874
12386	41.28333	49.254	24.579	1771.614	223.32	-0.769	1669.821	92.738	107.584	1667.750	72.58	-61.149	1720.787	182.411	76.361	1772.858	172.474	-40.379	1783.940
12387	41.28667	48.736	25.319	1771.426	222.893	-1.145	1670.045	93.011	108.162	1667.745	71.587	-60.513	1720.561	182.267	76.153	1773.053	171.469	-40.512	1783.980
12388	41.29000	48.251	26.103	1771.326	222.46	-1.569	1670.268	93.258	108.727	1667.776	70.598	-59.862	1720.460	182.129	75.998	1773.230	170.495	-40.593	1784.081
12389	41.29333	47.777	26.835	1771.136	222.061	-1.933	1670.488	93.554	109.251	1667.744	69.677	-59.24	1720.263	181.987	75.834	1773.403	169.545	-40.678	1784.139
12390	41.29667	47.361	27.539	1770.995	221.646	-2.333	1670.652	93.857	109.672	1667.704	68.806	-58.668	1720.151	181.869	75.69	1773.521	168.673	-40.75	1784.213
12391	41.30000	46.918	28.205	1770.740	221.255	-2.643	1670.790	94.108	110.158	1667.585	67.956	-58.09	1719.875	181.744	75.514	1773.631	167.783	-40.83	1784.179
12392	41.30333	46.507	28.874	1770.573	220.856	-2.98	1670.956	94.377	110.6	1667.552	67.123	-57.523	1719.706	181.611	75.359	1773.726	166.928	-40.894	1784.210
12393	41.30667	46.158	29.462	1770.441	220.499	-3.266	1671.112	94.64	110.973	1667.516	66.404	-57.02	1719.571	181.519	75.225	1773.890	166.182	-40.952	1784.260
12394	41.31000	45.795	29.987	1770.285	220.164	-3.535	1671.296	94.903	111.317	1667.516	65.712	-56.561	1719.396	181.379	75.063	1774.040	165.435	-41.038	1784.301
12395	41.31333	45.488	30.553	1770.158	219.845	-3.802	1671.443	95.165	111.663	1667.489	65.059	-56.079	1719.280	181.287	74.958	1774.139	164.753	-41.065	1784.349
12396	41.31667	45.172	31.048	1769.977	219.539	-4.044	1671.563	95.415	111.978	1667.438	64.437	-55.645	1719.086	181.171	74.823	1774.238	164.08	-41.126	1784.346
12397	41.32000	44.888	31.546	1769.811	219.248	-4.302	1671.695	95.699	112.252	1667.389	63.846	-55.223	1718.934	181.071	74.7	1774.304	163.441	-41.172	1784.369
12398	41.32333	44.629	32.024	1769.703	219.004	-4.542	1671.831	95.908	112.577	1667.384	63.296	-54.804	1718.820	180.989	74.601	1774.422	162.852	-41.199	1784.409
12399	41.32667	44.367	32.538	1769.590	218.707	-4.749	1671.969	96.205	112.881	1667.409	62.722	-54.349	1718.693	180.897	74.503	1774.528	162.236	-41.226	1784.444
12400	41.33000	44.152	32.987	1769.506	218.478	-4.923	1672.116	96.477	113.166	1667.452	62.242	-53.943	1718.588	180.833	74.42	1774.679	161.707	-41.248	1784.496
12401	41.33333	43.923	33.448	1769.379	218.244	-5.07	1672.226	96.73	113.503	1667.482	61.744	-53.509	1718.413	180.756	74.331	1774.790	161.157	-41.268	1784.485
12402	41.33667	43.722	33.869	1769.294	218.017	-5.254	1672.331	96.923	113.76	1667.469	61.29	-53.141	1718.330	180.697	74.26	1774.869	160.672	-41.269	1784.516
12403	41.34000	43.541	34.281	1769.169	217.828	-5.44	1672.405	97.15	114.046	1667.460	60.854	-52.765	1718.179	180.652	74.167	1774.928	160.196	-41.293	1784.496
12404	41.34333	43.36	34.678	1769.094	217.606	-5.603	1672.491	97.337	114.309	1667.466	60.422	-52.404	1718.082	180.61	74.08	1775.009	159.737	-41.306	1784.503
12405	41.34667	43.21	35.06	1769.008	217.439	-5.726	1672.598	97.59	114.594	1667.523	60.04	-52.036	1717.940	180.585	73.985	1775.124	159.307	-41.335	1784.497
12406	41.35000	43.054	35.482	1768.947	217.233	-5.851	1672.703	97.814	114.877	1667.548	59.634	-51.645	1717.852	180.568	73.917	1775.236	158.868	-41.325	1784.519
12407	41.35333	42.909	35.849	1768.873	217.051	-5.966	1672.796	98.037	115.104	1667.565	59.276	-51.307	1717.758	180.536	73.858	1775.335	158.469	-41.321	1784.537
12408	41.35667	42.799	36.24	1768.811	216.856	-6.078	1672.851	98.282	115.312	1667.571	58.931	-50.957	1717.691	180.53	73.823	1775.375	158.105	-41.294	1784.545
12409	41.36000	42.662	36.583	1768.719	216.655	-6.177	1672.888	98.508	115.523	1667.578	58.579	-50.629	1717.559	180.502	73.75	1775.456	157.718	-41.31	1784.514
12410	41.36333	42.564	36.967	1768.671	216.48	-6.274	1672.953	98.758	115.763	1667.621	58.246	-50.269	1717.478	180.51	73.699	1775.525	157.362	-41.296	1784.515
12411	41.36667	42.487	37.336	1768.659	216.327	-6.353	1673.032	98.997	116.009	1667.692	57.946	-49.916	1717.426	180.537	73.657	1775.639	157.041	-41.276	1784.538
12412	41.37000	42.411	37.724	1768.641	216.161	-6.408	1673.083	99.262	116.269	1667.776	57.64	-49.537	1717.353	180.559	73.632	1775.760	156.713	-41.25	1784.541
12413	41.37333	42.336	38.125	1768.630	215.98	-6.468	1673.126	99.494	116.52	1667.832	57.327	-49.158	1717.310	180.582	73.622	1775.837	156.393	-41.199	1784.549
12414	41.37667	42.281	38.509	1768.609	215.83	-6.523	1673.157	99.712	116.774	1667.853	57.051	-48.794	1717.260	180.633	73.616	1775.926	156.107	-41.142	1784.549
12415	41.38000	42.206	38.874	1768.547	215.684	-6.608	1673.196	99.949	117.003	1667.872	56.762	-48.449	1717.171	180.649	73.584	1775.976	155.791	-41.111	1784.534
12416	41.38333	42.178	39.214	1768.545	215.562	-6.678	1673.224	100.171	117.232	1667.927	56.519	-48.122	1717.130	180.71	73.555	1776.049	155.544	-41.081	1784.531
12417	41.38667	42.128	39.597	1768.533	215.432	-6.744	1673.275	100.417	117.494	1667.999	56.248	-47.751	1717.077	180.747	73.546	1776.152	155.251	-41.035	1784.541
12418	41.39000	42.097	39.983	1768.527	215.325	-6.791	1673.329	100.662	117.794	1668.091	55.992	-47.366	1717.012	180.804	73.528	1776.233	154.979	-40.986	1784.534
12419	41.39333	42.073	40.393	1768.500	215.219	-6.83	1673.368	100.905	118.072	1668.122	55.753	-46.978	1716.963	180.865	73.556	1776.289	154.724	-40.893	1784.537
12420	41.39667	42.048	40.766	1768.478	215.104	-6.866	1673.396	101.106	118.324	1668.132	55.525	-46.625	1716.923	180.926	73.573	1776.328	154.487	-40.808	1784.532
12421	41.40000	42.021	41.093	1768.419	215.024	-6.931	1673.429	101.32	118.545	1668.130	55.319	-46.315	1716.846	180.974	73.561	1776.362	154.254	-40.756	1784.516
12422	41.40333	42.005	41.427	1768.403	214.92	-6.966	1673.448	101.532	118.776	1668.176	55.11	-45.989	1716.794	181.03	73.56	1776.406	154.035	-40.7	1784.501
12423	41.40667	42.003	41.781	1768.391	214.857	-6.974	1673.510	101.777	119.02	1668.233	54.936	-45.646	1716.757	181.091	73.597	1776.487	153.834	-40.61	1784.523
12424	41.41000	42.037	42.139	1768.453	214.782	-6.983	1673.557	101.975	119.252	1668.300	54.781	-45.313	1716.815	181.189	73.662	1776.544	153.692	-40.491	1784.576
12425	41.41333	42.046	42.52	1768.426	214.725	-6.977	1673.604	102.204	119.522	1668.326	54.613	-44.95	1716.774	181.262	73.721	1776.567	153.506	-40.369	1784.580
12426	41.41667	42.026	42.856	1768.357	214.636	-6.974	1673.607	102.39	119.751	1668.283	54.432	-44.628	1716.691	181.316	73.754	1776.589	153.302	-40.271	1784.545
12427	41.42000	42.037	43.165	1768.321	214.587	-6.982	1673.632	102.578	119.953	1668.262	54.299	-44.339	1716.655	181.391	73.797	1776.623	153.151	-40.172	1784.547
12428	41.42333	42.065	43.418	1768.291	214.58	-6.99	1673.670	102.758	120.121	1668.259	54.215	-44.103	1716.627	181.461	73.838	1776.645	153.046	-40.087	1784.558
12429	41.42667	42.132	43.721	1768.365	214.542	-6.981	1673.719	102.978	120.316	1668.361	54.118	-43.813	1716.685	181.57	73.895	1776.702	152.961	-39.99	1784.610
12430	41.43000	42.155	44.046	1768.341	214.52	-6.967	1673.766	103.192	120.551	1668.388	54.001	-43.5	1716.648	181.644	73.956	1776.750	152.818	-39.879	1784.621
12431	41.43333	42.2	44.364	1768.339	214.496	-6.948	1673.815	103.38	120.747	1668.371	53.912	-43.212	1716.668	181.744	74.04	1776.778	152.721	-39.739	1784.661
12432	41.43667	42.231	44.64	1768.273	214.519	-6.949	1673.845	103.575	120.961	1668.353	53.836	-42.946	1716.595	181.817	74.093	1776.800	152.609	-39.641	1784.648
12433	41.44000	42.289	44.898	1768.237	214.524	-6.952	1673.873	103.77	121.113	1668.312	53.78	-42.714	1716.576	181.923	74.141	1776.806	152.538	-39.542	1784.658
12434	41.44333	42.378	45.152	1768.259	214.539	-6.922	1673.897	103.973	121.28	1668.346	53.751	-42.473	1716.594	182.047	74.205	1776.822	152.512	-39.438	1784.678
12435	41.44667	42.441	45.412	1768.291	214.547	-6.907	1673.946	104.156	121.451	1668.392	53.701	-42.23	1716.631	182.141	74.284	1776.864	152.458	-39.327	1784.726
12436	41.45000	42.525	45.729	1768.319	214.552	-6.856	1673.988	104.378	121.685	1668.446	53.643	-41.922	1716.643	182.27	74.362	1776.896	152.399	-39.197	1784.748
12437	41.45333	42.608	46.003	1768.353	214.574	-6.837	1674.022	104.513	121.899	1668.443	53.605	-41.669	1716.687	182.409	74.436	1776.915	152.373	-39.065	1784.779
12438	41.45667	42.683	46.282	1768.313	214.594	-6.814	1674.024	104.725	122.073	1668.421	53.567	-41.412	1716.660	182.513	74.524	1776.893	152.323	-38.94	1784.774
12439	41.46000	42.756	46.53	1768.311	214.592	-6.764	1674.023	104.889	122.245	1668.407	53.53	-41.176	1716.655	182.63	74.59	1776.894	152.291	-38.828	1784.767
12440	41.46333	42.852	46.773	1768.321	214.622	-6.752	1674.032	105.087	122.391	1668.411	53.518	-40.953	1716.677	182.757	74.667	1776.911	152.28	-38.72	1784.791
12441	41.46667	42.958	47.077	1768.356	214.638	-6.708	1674.057	105.328	122.596	1668.458	53.484	-40.66	1716.701	182.905	74.751	1776.967	152.247	-38.595	1784.818
12442	41.47000	43.059	47.353	1768.369	214.668	-6.649	1674.086	105.539	122.792	1668.486	53.47	-40.395	1716.710	183.04	74.834	1776.967	152.232	-38.465	1784.831
12443	41.47333	43.145	47.667	1768.363	214.687	-6.622	1674.115	105.791	123.008	1668.514	53.418	-40.091	1716.693	183.168	74.908	1777.011	152.163	-38.345	1784.844
12444	41.47667	43.232	47.911	1768.323	214.725	-6.585	1674.106	105.982	123.181	1668.483	53.407	-39.859	1716.654	183.288	74.98	1776.993	152.144	-38.233	1784.821
12445	41.48000	43.322	48.153	1768.312	214.746	-6.567	1674.113	106.176	123.329	1668.467	53.387	-39.635	1716.651	183.414	75.039	1776.981	152.122	-38.129	1784.824
12446	41.48333	43.429	48.342	1768.316	214.798	-6.537	1674.116	106.365	123.46	1668.472	53.409	-39.451	1716.647	183.552	75.087	1777.016	152.141	-38.051	1784.827
12447	41.48667	43.541	48.599	1768.320	214.851	-6.496	1674.146	106.605	123.642	1668.505	53.411	-39.2	1716.640	183.696	75.152	1777.042	152.132	-37.945	1784.838
12448	41.49000	43.635	48.825	1768.328	214.882	-6.438	1674.171	106.809	123.8	1668.531	53.41	-38.975	1716.635	183.824	75.211	1777.082	152.122	-37.849	1784.848
12449	41.49333	43.718	49.087	1768.283	214.941	-6.4	1674.179	107.025	124.006	1668.535	53.397	-38.717	1716.577	183.93	75.293	1777.090	152.084	-37.732	1784.829
12450	41.49667	43.811	49.347	1768.240	214.98	-6.373	1674.184	107.237	124.185	1668.500	53.381	-38.47	1716.536	184.063	75.351	1777.071	152.054	-37.621	1784.810
12451	41.50000	43.892	49.579	1768.185	215.017	-6.341	1674.176	107.433	124.325	1668.449	53.377	-38.256	1716.495	184.171	75.429	1777.059	152.033	-37.509	1784.795
12452	41.50333	43.997	49.783	1768.166	215.075	-6.312	1674.179	107.631	124.479	1668.445	53.393	-38.054	1716.464	184.309	75.47	1777.072	152.038	-37.428	1784.780
12453	41.50667	44.107	50.033	1768.174	215.122	-6.281	1674.185	107.862	124.635	1668.479	53.398	-37.815	1716.473	184.433	75.566	1777.091	152.037	-37.312	1784.798
12454	41.51000	44.207	50.28	1768.160	215.179	-6.23	1674.219	108.074	124.807	1668.479	53.409	-37.58	1716.462	184.563	75.646	1777.109	152.032	-37.191	1784.812
12455	41.51333	44.29	50.489	1768.112	215.238	-6.161	1674.225	108.262	124.957	1668.459	53.431	-37.376	1716.413	184.663	75.732	1777.103	152.032	-37.077	1784.795
12456	41.51667	44.386	50.725	1768.064	215.308	-6.148	1674.240	108.453	125.11	1668.404	53.446	-37.165	1716.392	184.786	75.817	1777.090	152.029	-36.953	1784.801
12457	41.52000	44.468	50.904	1767.966	215.385	-6.11	1674.231	108.647	125.227	1668.334	53.481	-36.997	1716.303	184.884	75.878	1777.051	152.031	-36.862	1784.759
12458	41.52333	44.575	51.101	1767.952	215.452	-6.115	1674.236	108.827	125.357	1668.309	53.503	-36.816	1716.303	185.018	75.935	1777.056	152.047	-36.772	1784.767
12459	41.52667	44.702	51.343	1767.941	215.528	-6.09	1674.255	109.067	125.503	1668.311	53.535	-36.591	1716.305	185.163	76.023	1777.064	152.067	-36.654	1784.787
12460	41.53000	44.799	51.564	1767.913	215.603	-6.05	1674.291	109.258	125.658	1668.285	53.564	-36.386	1716.291	185.288	76.103	1777.081	152.074	-36.536	1784.804
12461	41.53333	44.91	51.805	1767.859	215.677	-6.012	1674.315	109.494	125.794	1668.241	53.595	-36.167	1716.262	185.42	76.19	1777.060	152.082	-36.409	1784.809
12462	41.53667	44.997	52.002	1767.782	215.737	-6.024	1674.305	109.698	125.908	1668.175	53.603	-35.986	1716.200	185.532	76.234	1777.042	152.063	-36.329	1784.784
12463	41.54000	45.098	52.15	1767.736	215.801	-6.023	1674.302	109.88	125.973	1668.122	53.644	-35.858	1716.177	185.65	76.274	1777.010	152.093	-36.26	1784.778
12464	41.54333	45.225	52.346	1767.707	215.873	-6.032	1674.307	110.111	126.07	1668.091	53.681	-35.681	1716.167	185.799	76.32	1777.003	152.118	-36.18	1784.783
12465	41.54667	45.347	52.542	1767.724	215.95	-6.014	1674.351	110.313	126.173	1668.101	53.73	-35.509	1716.211	185.935	76.401	1777.014	152.162	-36.072	1784.835
12466	41.55000	45.464	52.767	1767.706	216.007	-5.987	1674.372	110.543	126.305	1668.092	53.751	-35.297	1716.200	186.077	76.458	1777.013	152.17	-35.973	1784.842
12467	41.55333	45.566	52.996	1767.691	216.07	-5.967	1674.395	110.724	126.463	1668.077	53.766	-35.086	1716.202	186.201	76.536	1776.999	152.176	-35.854	1784.855
12468	41.55667	45.669	53.204	1767.660	216.107	-5.972	1674.396	110.898	126.568	1668.000	53.775	-34.906	1716.205	186.343	76.584	1776.974	152.183	-35.755	1784.860
12469	41.56000	45.781	53.417	1767.613	216.166	-5.994	1674.387	111.121	126.679	1667.955	53.787	-34.714	1716.177	186.478	76.629	1776.944	152.182	-35.67	1784.850
12470	41.56333	45.905	53.592	1767.640	216.211	-6.029	1674.402	111.31	126.762	1667.952	53.806	-34.558	1716.222	186.632	76.65	1776.958	152.209	-35.609	1784.882
12471	41.56667	46.026	53.823	1767.660	216.242	-6.031	1674.423	111.541	126.875	1667.973	53.809	-34.346	1716.256	186.774	76.702	1776.956	152.212	-35.517	1784.912
12472	41.57000	46.146	54.052	1767.663	216.292	-6.028	1674.450	111.768	127.009	1667.983	53.819	-34.131	1716.267	186.919	76.75	1776.956	152.215	-35.423	1784.932
12473	41.57333	46.247	54.259	1767.634	216.342	-6.059	1674.474	111.939	127.131	1667.914	53.821	-33.95	1716.267	187.064	76.774	1776.947	152.208	-35.337	1784.944
12474	41.57667	46.326	54.454	1767.571	216.354	-6.106	1674.460	112.14	127.22	1667.836	53.79	-33.772	1716.218	187.185	76.768	1776.946	152.156	-35.287	1784.921
12475	41.58000	46.416	54.659	1767.497	216.381	-6.157	1674.450	112.366	127.31	1667.758	53.769	-33.587	1716.160	187.313	76.764	1776.930	152.11	-35.234	1784.897
12476	41.58333	46.537	54.849	1767.508	216.422	-6.219	1674.462	112.602	127.395	1667.778	53.768	-33.41	1716.178	187.456	76.77	1776.950	152.103	-35.191	1784.919
